id,sample,mu,sigma
69,0,31.566209230347866,-11.905617499202531
7,0,34.67607201673418,13.46385602981336
45,0,31.146916211428415,11.278384718359437
56,0,30.885982363428777,11.499703373573993
78,0,31.58103348158485,11.873678862395856
34,0,33.70495634033518,12.504924931197083
88,0,29.89927470068884,11.190345212585958
77,0,32.230943466732974,12.47958504686547
79,0,34.62114025795129,13.260723832508253
84,0,32.42581234919802,12.288134192127979
13,0,29.543200632561113,11.24473619275497
37,0,33.1480542538181,12.611013714650687
104,0,32.58248572672972,12.295582720016874
36,0,32.28345233607054,12.697852819119408
82,0,32.20570562574561,-12.761462625685436
23,0,34.99188056472935,13.39984796476778
32,0,32.95643109552809,12.317976412833907
87,0,33.9558785632667,13.17906047318308
74,0,31.411817953507754,12.262422460647405
76,0,33.26194844986211,12.128348065094219
82,0,31.50422333113225,12.209295058093906
8,0,34.91570269004893,13.599059238144568
35,0,33.74722599104818,12.937807032287932
4,0,34.179256035366855,13.487296645642783
43,0,32.782562401621014,13.185689192028427
82,0,30.905436871074926,11.767762803875712
31,0,30.577389188294486,11.8702873404478
100,0,31.6370079366571,11.955820018154236
22,0,32.45272968454792,12.242550738832133
103,0,31.60961015503545,12.211075083618804
34,0,33.35142566889103,12.145165805607485
21,0,34.62255013725332,13.559666366025604
52,0,30.798497764021338,11.697533978941811
16,0,34.18731236277583,14.23880080241297
20,0,31.273354782743827,12.169780915898508
29,0,31.99495280375655,12.041293219516778
83,0,30.79227348152236,11.689949683919307
53,0,29.01982318597258,10.788019253404535
46,0,31.191866404847257,12.297526822950372
25,0,32.46683384488701,12.196748338974066
83,0,31.06351991347116,12.04105186250688
33,0,36.60360278358392,14.244592120693737
94,0,33.30445828835442,12.439721061754524
98,0,34.11465269822441,12.881904021996354
27,0,35.56485076969776,13.80726327433631
40,0,32.25647206604717,12.095531262166364
55,0,31.25673756348112,11.753046025026416
36,0,32.50753525881338,12.592042833081234
15,0,29.607945576262722,11.084532808936524
99,0,34.69224806732146,12.890882788457269
42,0,32.061081487732004,11.56357187590454
94,0,33.04183667531567,12.624111372082861
29,0,31.815371407095242,12.095121122526262
40,0,32.165162030040655,11.994771795557222
39,0,33.28455177750882,12.580564402818242
3,0,31.608888938227455,12.478768701262108
3,0,31.27846512241323,11.83153830017318
43,0,31.479477251868705,12.042423736798641
58,0,27.071505408001933,9.689768288002103
94,0,32.92765691156269,12.437359344422811
84,0,32.33456354960981,11.85154629926738
42,0,34.3437823454981,12.912963014802878
102,0,29.722804542820978,11.331624234518477
2,0,35.98459430297495,14.422768050570989
10,0,32.27166973805639,12.215411868397885
20,0,32.70410121198354,13.047329258728128
1,0,30.8480844089602,11.878244711990222
5,0,35.79134029206177,14.175316613138582
16,0,33.39401217457871,12.825417540802416
92,0,30.631571641257022,11.406170069640748
12,0,30.289250247438485,11.476169153066385
31,0,30.765520446092626,12.100587712755436
12,0,30.570770156711436,11.546649756207477
77,0,31.95907029747153,12.21566321270516
70,0,32.34477332936896,11.970129284234387
27,0,34.34556681320367,13.189074815166142
19,0,32.04670726140276,11.962338573969124
4,0,33.18863275325441,12.775930904947113
86,0,33.00003141035257,12.977089957405932
25,0,32.37977238499932,12.149825275864021
19,0,31.682920677281942,11.979983742736628
79,0,33.80110737947472,12.590112920710462
16,1,33.673876289437096,12.98800060264486
44,0,34.978310162823526,13.50372891208022
29,0,30.749773944389784,11.471200749999431
36,0,32.20799653684845,12.503518810529647
20,0,32.997589903864565,-13.240380671960244
69,0,31.720333725693838,-11.978012936926694
21,0,34.41151279435775,13.635876309535128
56,0,31.97349568341496,12.154999826235377
90,0,29.898544956239775,11.244728890597434
83,0,30.254382656041063,11.607319435433995
16,0,33.48566458660748,13.21827278528708
30,0,30.803213613689326,11.40162885096045
92,0,32.27326584106482,11.691792002363698
26,0,32.66931421797637,12.038592073715135
26,0,33.556496379072705,13.00888377116051
22,0,33.37864980616926,12.749366343864878
14,0,30.717538492382303,11.730904463251179
45,0,31.10361160936248,11.407462145172344
37,0,32.41350855276505,12.121805250887343
31,0,30.802147516140845,12.072928781244833
14,0,30.21283705535049,11.205946422895828
5,0,36.26819298869879,14.77396767439067
38,0,31.673519320883397,-12.127771232399292
14,0,30.652196165183042,11.609296862025786
62,0,30.81937417339718,11.573146648783078
61,0,32.65734447230102,12.08440877380625
43,0,31.58615990667033,12.148552667406523
37,0,32.95402921353328,12.063337678044823
38,0,33.10972615885264,13.04545477058222
92,0,32.18560373605061,11.716114646279646
40,0,33.31263187539972,12.056056996050842
31,0,30.290942577826762,11.809960415172968
52,0,31.183464167988035,12.010426373951594
100,0,31.35548750956165,11.973086342482613
11,0,32.66390682313185,12.972461391369388
22,0,33.952439811101996,13.485502598781995
91,0,32.71839067896593,-12.470370555043855
29,0,31.48966415733226,-11.43488069190505
98,0,35.42928526648928,13.653466123408442
83,0,31.094779316079954,11.931582896352083
48,0,29.29257860538955,10.839758605405914
59,0,31.723164548379057,12.163267227224747
83,0,31.530006339978907,12.227286105354708
45,0,31.213982808665317,11.450279392160724
31,0,28.892834157895276,10.705453639447843
75,0,34.94902189643084,13.377226684752719
95,0,29.89230061850715,10.830657794841569
92,0,31.642890408120635,-11.405354906509533
55,0,30.407661100914744,11.16490709644551
24,0,33.90043817221113,12.89233915540247
36,0,31.96046609786571,12.453253389286807
72,0,40.17560248526566,15.7707798140143
6,0,35.10486362914799,14.009778963144473
73,0,34.10781776281768,13.043025000626944
27,0,35.28976689894846,-13.627010494805708
27,0,35.916752517732824,13.914534204220287
81,0,34.66333960933906,13.020081449041083
6,0,34.1476170657873,13.57779174068888
20,0,32.52058314411326,13.06342638155947
43,0,31.31965082258698,11.773130471672262
102,0,30.143938375864487,11.262452837665425
89,0,31.693024962606206,-11.97194850514516
57,0,32.82885340840972,12.597012653385972
88,0,29.699188898578612,10.758774934119506
36,0,32.52596028802346,12.425653559885278
0,0,32.71120875932523,12.052946609022205
88,0,30.27853657575464,10.987997637994438
82,0,30.574771969396853,12.021589535515025
69,0,31.645153094705915,-11.89913114981578
34,0,35.895637344923045,14.080841690222726
64,0,33.554560620105676,13.555426426946394
83,0,30.723508999002476,11.599212800629497
53,0,29.355842984638056,11.018648816145905
61,0,32.90978863177011,12.496532756586342
98,0,33.75237660491395,12.548652067201148
85,0,32.79139556602504,11.972575039001612
18,0,29.919437212726425,11.400534486479621
32,0,33.97829242800919,12.944840394931237
13,0,29.304607063195512,11.008737968158165
38,0,32.49304181255367,12.714846792453049
50,0,30.628263477236587,11.401208162632763
43,0,31.36475669625352,-12.263967327003895
14,0,31.322590181953604,11.811579752237012
1,0,31.13752323715998,12.361076416385355
3,0,31.118331427009842,12.183230641442151
19,0,31.98599621755422,-12.024438379611805
23,0,35.27786241113551,13.536124703413137
30,0,31.867693531881546,11.825879991997054
28,0,31.883146118405108,-11.722307424706761
6,0,34.45721417340857,13.407901892619853
15,0,29.253468543103143,-11.191317510065241
9,0,35.292590604335516,13.349726011247718
46,0,30.93505429533646,12.150951700442207
83,0,29.45708474958042,11.337756549100167
99,0,34.75959365942859,12.693381026985321
24,0,32.83413044146253,12.195304605571788
56,0,31.15464467125064,12.088976312016692
88,0,28.30458478613207,10.390952503050205
23,0,36.558426614998204,14.475557294863991
43,0,31.438013873333052,11.815175944931916
97,0,32.01337557552187,11.987856383695217
81,0,35.182267684628115,12.726229653516505
72,0,40.38101774676893,15.944739951185284
67,0,34.56998078813899,13.549689463396215
87,0,33.04906366860804,13.129613392965384
103,0,31.874791240409404,12.660572195224018
96,0,31.9028747280876,12.050176749012257
23,0,35.404967654975344,13.723733019310218
46,0,31.041580996799194,11.63955478061598
2,0,36.53208810079218,14.758743364003527
96,0,32.60807873644396,12.401077756407703
54,0,33.33576548858452,12.559259612572069
20,0,32.299695011611796,12.676238776465715
84,0,32.21519079413557,11.922598765448804
101,0,32.18950206436691,11.729880781548099
62,0,29.792431317307514,11.138638514641114
12,0,30.581815088058292,11.721613829994336
43,0,31.604396324509437,12.230399929655796
27,0,36.74809125281909,-14.56959124785605
88,0,30.892036164943168,11.397628161117376
34,0,32.986436900027385,12.533652744919232
13,0,29.51482491100976,10.963747724536256
30,0,31.20982725255804,11.830154538024273
16,0,33.35276973820397,13.079582394136384
77,0,32.57178393126218,12.606982397612976
21,0,35.81880950748522,14.759690288456913
8,0,35.0507301747535,13.737387483225515
96,0,31.581270714197327,12.102191556159008
93,0,33.87562841419304,12.910648751694842
16,0,34.99177092176585,14.24230242810025
83,0,30.815869428902523,11.721808521529507
12,0,30.95378143005908,11.922491130784541
28,0,31.703912392360923,11.918609258960604
10,0,31.14107176573539,11.64471095625054
48,0,29.180185595656592,10.65935011392071
8,0,35.781624500895916,13.776072661976428
57,0,33.051697034378364,12.442098675260375
25,0,32.67109818985277,12.51067084109158
41,0,37.05767475370296,14.802938101157936
91,0,32.60028428553113,12.496379983987062
2,0,36.372852126234754,13.770569444979795
59,0,31.08675147532244,11.649968889864212
38,0,32.62196643490992,13.011819670063606
25,0,31.822938016626157,-11.677720349748718
23,0,35.020616461578456,13.708884186549879
18,0,29.470158125936152,-11.062611489761128
8,0,34.76203559683855,13.320212055489153
90,0,29.073341829604818,10.726327525217018
99,0,33.9340911476579,12.269090139490693
13,0,29.74054604915758,11.244626451202251
29,0,32.30722366815304,12.18469707606763
43,0,31.658832304935547,12.308456606833795
17,0,34.189065834733285,13.33224979875969
33,0,35.581135733722284,13.759796242185292
13,0,28.866194318562336,10.53499407244162
42,0,33.10135695423417,12.06847184991584
46,0,30.972830366145466,11.985002155812033
84,0,32.28189518546622,11.954747025084774
103,0,32.18536987772576,12.586068028759978
21,0,36.09253024096343,14.808818622651408
36,0,31.937057203318727,12.376967714698775
29,0,32.92308443837029,12.713143214767953
46,0,31.00335638481381,11.449706733182214
19,0,32.54627256452358,12.128930795566047
20,0,32.65747885672647,12.883258136053966
12,0,30.46781975839905,11.468930505543971
81,0,34.38974495190025,12.746054260816683
2,0,35.9165968309225,14.087946918367829
89,0,32.11217087699169,12.24618299804689
102,0,30.023764353187147,11.129408995070209
56,0,31.326819292464208,12.15267019407094
99,0,34.02526492764029,12.621293779960904
46,0,30.81250147379202,11.513765661880434
32,0,34.76395330945078,13.331456473842879
59,0,31.401679978883582,11.770222790795366
101,0,32.02399551368353,12.254422150181702
35,0,33.74286907429939,12.878708391917533
96,0,32.35066962085834,-12.397985295937378
17,0,35.51327049479834,-14.426714296932362
44,0,34.61294197046053,13.185260203259109
38,0,32.84066207654497,13.022849294780764
77,0,31.40100537039552,11.996995166267174
55,0,31.506291295617018,11.868873273240284
10,0,31.738149393538073,-11.617871113009802
19,0,31.82119238485797,11.755700264383561
13,0,30.057853912569858,11.322789572233715
4,0,33.236782124580344,12.750614986287879
40,0,32.58739746115134,11.877056414236385
20,0,32.642428582296866,-12.782691571752865
83,0,30.983701204416068,11.969906902869162
58,0,27.12597255082313,10.050616137358055
100,0,31.323109316250175,11.824491955922623
11,0,31.13418130182575,12.177764595491837
45,0,32.08620477038736,11.778692708447604
1,0,30.54554700425867,11.768028432213706
20,0,31.983949865494576,12.349724483917928
34,0,33.656007274553275,12.61986124434833
84,0,32.42463966122965,12.42827396451232
38,0,32.58693303773634,12.668540548707819
79,0,35.66005077975936,13.657070959181459
6,0,34.27792392530093,13.085896254147965
12,0,30.170026365615012,11.235491080179752
37,0,33.23063448187411,12.876947680129271
1,0,29.690265495726685,11.054252042642414
81,0,34.094938857754265,13.047801790591874
21,0,34.3330069463129,13.831367075929512
89,0,31.39216721286019,11.928947788879965
35,0,34.75753338327819,13.337542993885348
1,0,30.897805626741107,12.106851877456062
16,0,33.83101046636861,13.728533366328847
36,0,31.567480334406536,-11.812227698573144
32,0,34.10762598857674,12.841468343147088
38,0,32.001889865693755,-12.39342761819586
15,0,28.109160365580067,10.236752729093244
20,0,32.10428648587433,12.693728151016622
90,0,28.63943420580246,10.68330373942507
78,0,34.08491517704501,-13.78090995021967
41,0,37.050052509732055,14.98046234290674
90,0,29.933331157571338,11.348332840614704
52,0,29.962537777159696,11.285863542507116
87,0,33.5015729861195,12.457808025187402
96,0,31.841276383171575,11.867157855945752
91,0,33.124220320044365,13.081411313963434
90,0,29.542732050724016,11.068456654709308
32,0,34.27509695705893,13.120697062676497
98,0,35.07694093291645,13.488495754828717
10,0,31.805797538292182,12.151647434111833
41,0,36.46603183953334,14.872191272647356
13,0,29.4793758363245,10.787461957301234
92,0,32.04481899420764,12.197648970705513
26,0,33.173691302076634,12.236944892030124
8,0,34.722048201282455,13.17888240730054
13,0,30.013051280506076,11.083090792613017
46,0,38.626080930271286,14.037495494544256
100,0,31.172903874511213,12.091599644578036
43,0,32.56904241757562,12.940333776162413
98,0,34.584827655328596,13.290690898998564
56,0,33.39853905567843,12.653434710170059
20,0,32.33169779551614,12.507548512455147
82,0,30.641118122518908,12.019826829055974
12,0,29.932245335581012,11.14144430894092
95,0,30.523199445387185,11.274962842586582
88,0,28.739797887567146,10.456366940861425
70,0,32.41609209012159,12.087825817799501
7,0,34.69294306239756,12.980780100027703
83,0,30.55194489386569,11.900541046940612
35,0,33.614678518736014,12.667228888616858
102,0,30.019311225919562,11.36965889330092
91,0,32.377772646551215,12.204544975843756
97,0,31.322476510341648,11.984148643446765
27,0,36.11068299076501,13.757104063425349
41,0,37.08517754498056,14.977218029696159
7,0,34.26955527269296,12.744016088703647
90,0,29.711053410992776,11.259310296840185
10,0,31.514862555108085,11.722896633288904
8,0,34.4986144581127,13.026489567386205
84,0,31.82459647387077,11.882564951303179
34,0,33.97438673393489,12.777281475376617
83,0,31.31409231929566,12.073540085665805
33,0,36.370212637679124,14.070253908622876
96,0,31.50215098772961,11.99274984644053
43,0,31.296576960193928,12.218539450372203
13,0,28.85028848019351,10.800665246756159
87,0,34.05197980441204,13.546763342314524
68,0,32.93649449666209,12.555293527334316
42,0,35.08284011649804,13.414165736323945
103,0,31.480447857762954,12.316940053821908
104,0,33.367100629484135,13.157998706908216
27,0,35.16674876866689,13.778968100878945
8,0,34.36001760726225,-13.11674373426063
83,0,29.778736900474108,11.062123878602948
32,0,34.328398809013684,13.113409191879777
24,0,33.798596659644225,12.92601085357761
43,0,31.373191494807106,-11.951868023161024
84,0,32.10395692633848,-12.163071467624508
102,0,29.406228624395485,11.327177249171642
28,0,30.41025809405802,10.943208699016177
2,0,37.063274535724986,15.19266651936349
14,0,30.463659727118138,11.5067982473288
98,0,34.56101807145818,13.115660817741954
95,0,30.547928555471117,11.118472193726731
95,0,30.16031574790568,11.01190533705327
82,0,29.78136707784467,-11.384773700853518
29,0,30.884084617320415,11.803699790167542
40,0,32.60844959110654,12.52477998435476
9,0,36.25706813660648,14.098499773437593
12,0,31.166811440583075,11.85661832428739
39,0,32.914413289115345,12.12318267590808
17,0,34.732608593856746,13.774072276740906
89,0,31.473707556668202,11.77193416306047
100,0,31.188317501646953,11.893471480404717
98,0,34.188834809907235,13.210585797762242
96,0,32.26896026908695,12.17915517386214
1,0,31.05249393770541,11.932768257126398
94,0,33.1809850128703,12.129358805357139
54,0,32.21951069001437,11.873568066003413
95,0,30.039764538785985,10.952448210478286
44,0,33.91267608486535,13.084503920469517
99,0,34.368094400810534,12.634256965152055
104,0,34.06171545776213,13.273120599070221
2,0,35.95722994317343,14.210179503010165
7,0,34.744849983250965,12.898578971068048
97,0,34.59426868829272,13.191792764926772
15,0,28.90100810352128,10.79210054531247
90,0,29.40336864859513,11.095057129790932
40,0,32.76396151738924,11.973409585620919
45,0,32.69411525897901,-12.126418836387858
0,0,33.15001528704638,12.859623940881994
94,0,32.87602945330259,12.21807595289726
103,0,32.31059948754369,-12.811342028982285
71,0,31.19297703741321,12.055860390124883
47,0,35.526727397463134,13.462832995283865
15,0,29.83472871891286,11.328243226342847
39,0,32.7832312979773,12.366326564489697
68,0,33.53801708894397,12.88003408848965
27,0,35.19971193859834,13.696613810983994
22,0,33.24628917708586,12.882504976900758
87,0,35.05711037375122,13.274903369637824
0,0,32.58477053254603,12.415548461201961
88,0,30.229465010769502,11.042873189629603
24,0,33.94669177223168,12.961641972400285
38,0,32.21266633644603,12.485954140528294
1,0,30.168139440150767,11.260784997775037
98,0,34.699274204235934,13.654238236056605
65,0,31.201377865540078,11.429027708345219
6,0,34.431524306579334,13.290251348189965
17,0,34.35704003043938,13.466523717607728
92,0,32.893607737538524,12.447999499994642
34,0,34.3013852821353,13.091339975442068
23,0,36.630548584104055,14.657359350029635
104,0,33.70558598356642,12.911296633980092
92,0,32.3830317990778,12.326943729508155
42,0,32.95016919460671,12.187299057013039
36,0,33.6880641336134,13.40853936070281
6,0,35.252953102561214,14.131911465558886
1,0,31.222257535455192,12.289983522821343
88,0,30.57197045604011,11.219686341724975
34,0,33.127958992327294,12.347941595461311
26,0,32.7212732002795,12.037150561369405
93,0,33.65324555946705,12.681414806293567
22,0,33.40570600294397,12.73723612694987
82,0,30.909962684181288,-12.151841969621257
14,0,30.048935530130294,-11.259715464468385
18,0,29.717857825932782,11.405004640061016
41,0,36.22123993936183,14.067077875326238
15,0,29.18525404953084,11.164722336973865
7,0,34.421380736052214,13.0926658118593
15,0,29.242920246807735,11.03763052247108
21,0,34.982753884514466,14.14560936360449
41,0,35.759372095819565,14.225848322425948
27,0,37.41697126411516,14.470536733958761
3,0,30.984047337685837,11.759123196797123
28,0,30.951783321247557,11.429565826782309
22,0,33.04357323339941,12.465800858938133
83,0,31.303700016294098,11.888054691664788
32,0,34.007885674029204,12.894876807138022
21,0,36.21512664445956,15.105603065407047
39,0,33.99655869271742,12.992243925657831
85,0,32.94144081298788,11.94525627441239
9,0,35.10468279865309,13.109366966102872
35,0,33.58022264819408,12.729679999619348
18,0,29.96053639198225,11.707852447383742
24,0,34.08423132960813,12.778940500801543
92,0,33.006091472220234,12.369748698515298
89,0,32.248332746654896,12.274520842219882
15,0,29.1725423099975,-10.951316998605353
43,0,30.928861464766253,12.033203675815148
41,0,36.51009627314233,14.286508917750076
86,0,32.801038286940944,13.040314183924256
35,0,34.937070271112724,-12.82982506483204
32,0,34.139621565537475,13.130728435503674
96,0,31.80445576146113,12.038024813272488
51,0,35.91232663540673,14.15139494630478
5,0,36.50042319417865,14.721123220541342
11,0,31.568548557237243,-11.943241869664206
26,0,32.76847525379199,12.186602295555804
18,0,29.276063804689084,11.258430722135879
8,0,34.91265518758296,13.594124288495015
29,0,32.294426031196735,12.28592504422238
89,0,31.92292919682714,-11.857030203534446
97,0,32.20797825414578,12.869029170455926
37,0,32.5958682067222,12.043086099022045
30,0,31.492590638197218,11.767030103364629
12,0,30.567629729166683,11.612851607564243
23,0,35.108065422805886,13.719881700186695
71,0,30.988109070067377,11.772058756480591
25,0,31.63872008906172,12.00782724726248
59,0,31.83843474878034,12.090261260973726
51,0,33.4282618799501,12.913510271965123
91,0,32.53921244661157,12.489321711437979
99,0,33.38816584762564,12.223517230949161
101,0,32.034099029875854,12.238436179269282
100,0,32.3341500475468,12.272520726968402
4,0,34.64891110587911,13.417166144412311
37,0,32.85002738567348,12.640189922498465
86,0,33.220289071921925,13.249991764278885
41,0,36.49290434318085,14.722642745302373
6,0,33.740654445105534,13.203002437137517
26,0,32.83094618701724,12.020803438784695
90,0,29.07793390022264,10.983358142734973
20,0,31.724173721701035,12.523749119164034
15,0,29.452204658998905,-11.029548761112341
23,0,35.044137934787265,13.669044337746703
28,0,31.66626608414509,-11.432179783474696
81,0,34.057728267998456,13.162641134439488
101,0,31.60722230342072,11.952204041271107
99,0,34.179212946898474,12.787720483247014
10,0,32.04155835135058,-12.165402655501255
5,0,36.27889350656322,14.771493683190746
83,0,30.537185890026137,11.558387000833228
16,0,33.84586407345924,13.854799490641652
39,0,33.30898712611565,12.614313407043342
83,0,30.37866768128583,11.675428331171739
37,0,33.10858855661419,12.294229480502233
97,0,32.33335076724147,12.426681483768325
36,0,32.545660961453684,12.785480088736783
20,0,31.84848808452788,12.357924996091558
94,0,34.83483353628397,-13.994291693782127
34,0,33.80372123257227,12.452072603647416
11,0,31.28443022981916,12.191107282237393
88,0,28.488920657036527,10.47380781795941
16,0,33.22261322663214,13.243607548594449
6,0,33.65302243313045,12.83194987171283
93,0,32.602764392357166,12.240102811686803
23,0,37.58983621431392,15.138939843487991
30,0,32.23671732029657,12.106623805666006
40,0,33.60947005295901,-12.376120406160146
44,0,33.63250953549444,12.93482541779492
27,0,35.62725603481966,13.826797874069934
104,0,34.21634432821775,13.19315882499295
51,0,34.138181179559226,13.208182738193527
89,0,31.9201223109765,-12.002263717807084
87,0,33.52216343162212,13.296610766368856
29,0,32.19294138607761,12.293598026114719
11,0,31.186422949193076,11.845682539906045
40,0,32.86782984497934,12.002785762979538
21,0,34.33759497099303,13.646565618165777
75,0,32.799090106276985,12.361345372636613
34,0,33.55474179814873,-12.53272965825831
94,0,32.11470252198676,-11.976524067007878
83,0,31.264410114087468,11.931615556768774
41,0,36.40073498918177,14.641884387261156
66,0,32.58033051659513,11.99570083029333
93,0,33.69706329514822,12.734538735125202
14,0,32.09631575978145,12.579357753746695
55,0,31.51613984822545,11.94519688047563
26,0,32.97051914503721,12.203032429578812
28,0,31.33579823248413,11.7281534998371
15,0,29.645986568958083,10.956384567263747
33,0,36.34549286255638,14.227750075071024
35,0,34.038263047569956,13.251306526821802
30,0,31.499720142641472,11.631735449975226
37,0,34.24535183131851,12.952838976483026
31,0,28.114865176205804,10.392906849475064
39,0,33.11823360687998,12.63634833890002
82,0,30.37423529022544,11.817903696598561
40,0,32.75924884390078,-11.982769738901428
33,0,35.96193416210219,13.935265960965491
18,0,29.85593482720016,11.268954524086112
82,0,30.933319620513203,12.280141624582342
86,0,32.16677078923442,12.611402627607992
95,0,30.547639275154648,11.651263108789612
43,0,33.13205540323265,13.102132830122518
87,0,33.61853585720448,12.799565252535249
91,0,32.70569502638387,12.492945962563006
30,0,31.27172295367829,11.873839469810525
58,0,27.72437604473475,10.046668671842465
88,0,30.210775216477856,11.104530348097798
96,0,32.63254124897456,12.769918330352153
46,0,31.18313853546684,11.85342835973208
0,0,32.84328646926438,12.707010494772321
71,0,32.563172006924454,12.344736072309475
36,0,32.395606666529616,12.792667202907225
46,0,30.34545405611548,11.40727062267492
41,0,35.90343681772777,14.256943104920165
83,0,31.177777810068815,12.361344975538861
38,0,32.21193218078564,-12.58420313390286
10,0,32.28196450554649,12.571754632968611
31,0,30.37246393484908,11.666465489537101
40,0,32.63938334409735,11.972865273031774
91,0,31.479337578055773,12.038435686009448
40,0,32.868003272792244,12.404580905847428
12,0,30.258952178827005,11.407312931640625
28,0,32.0026746479671,12.291486579169934
89,0,32.29463048697417,12.168857531542944
19,0,31.995051197687523,-11.949815832260692
23,0,34.87059927220838,12.983247893443812
102,0,30.275985007538868,11.595374214928706
10,0,31.981352926469416,12.37928452880783
1,0,31.081742352840934,12.521530163664677
99,0,35.163951754805694,13.175310151114163
11,0,32.6855718807438,-12.991239817153224
76,0,34.691713630726596,12.916177691091834
37,0,32.34070408455046,11.748915870567183
89,0,32.03689161679248,12.170185994149763
25,0,32.88887491072035,12.987032388800158
22,0,32.44404192265557,12.234293687459058
22,0,33.307144081038295,13.04214648048979
62,0,30.103794766357446,11.268929083192896
92,0,32.66131398057671,12.285691801544775
87,0,33.72503415258761,13.387842714860042
10,0,31.842172787075743,-12.005148467565649
102,0,30.24326948432647,11.518294690528883
29,0,31.73184206352585,-11.666424202915792
100,0,31.463191812524126,12.333706432592173
54,0,33.61767687517446,12.99241515694488
8,0,34.635107366180776,13.192721460232052
93,0,33.85793277477299,13.548268956883465
31,0,29.88608096930777,11.42612634717678
46,0,31.09357029271436,12.033110042137727
9,0,35.918045386038884,13.88189504198033
23,0,36.93562507177442,14.74910222221664
53,0,29.625377084385455,11.56746395116395
14,0,29.890468739800596,-11.086365385005651
45,0,31.280367524380154,11.42577150273786
33,0,36.404814639344785,14.406654955525143
16,0,32.94622452121992,13.13670859160152
8,0,34.396016042422,12.942751643385975
91,0,35.09935005697066,-14.686882311067485
21,0,33.82722824994159,13.022190249494763
24,0,33.121415528809486,12.70976671534015
45,0,31.393450010287868,11.261825500484942
39,0,32.86197847966214,12.203695713156916
24,0,34.24428400335282,13.397876171301885
17,0,34.53616410219373,13.34975311298739
99,0,34.12189668206116,12.471158856096382
101,0,32.06048407367097,12.159355372099803
