id,sample,mu,sigma
72,2,40.64868701690613,15.305759667732424
66,3,33.16082316999408,12.33790752827964
50,1,31.614343166989602,-11.969175378243785
94,1,32.74925222495312,12.345743838720885
93,2,33.473981064057824,12.486801864535806
60,0,31.190518229582526,11.90523801471726
99,1,34.555831031901896,12.726901297338966
57,0,32.42399677539532,12.283672736172074
103,1,31.894249054922113,12.504447637606898
16,0,34.050161612226375,-13.765280523577376
38,0,32.7048788504122,12.924263411313104
67,0,34.44780667116408,13.593405566065897
43,0,31.734940293812148,-12.219853140588821
53,2,28.576221471512913,10.86949261449304
89,0,31.662927814152592,-11.534046972235341
87,2,34.6882109055374,14.318026216989848
87,0,34.38186293226588,13.606126146196184
95,3,30.0401061706961,11.56823105560463
84,1,32.068810441389665,12.105618022739092
50,2,31.433053841089,11.997373237858087
34,0,33.95671832371692,12.771655846071361
70,0,32.832341339431984,12.421642379676204
72,3,40.2639880214805,15.84267489519782
59,2,31.732110192695412,12.111023856909243
52,1,31.102346296231072,11.898300583252539
45,1,31.82773482565163,-11.72905788978871
49,2,33.477005639440726,12.813640954792291
80,3,30.669209392768895,11.616167053655044
88,2,29.863241276638917,11.434431430988484
78,0,31.873168259081787,12.460600507658143
36,1,33.21294219890203,13.341105415944366
73,2,33.86206505403868,12.630575716157294
57,3,33.204266992859296,12.527608197140898
59,3,31.28755948156885,11.65167481270475
54,1,33.09038134294992,12.758017604202523
65,0,31.147718613863795,-11.417069669152532
96,3,32.23428987768353,12.49135030181092
64,2,32.798250697417565,12.927351139532679
60,2,31.54808824986619,12.286428067083694
62,3,29.821125910828915,10.868913263585403
98,1,35.021796691960375,13.999923917845104
67,3,34.122310145866976,13.241668190823145
78,1,32.453825910527094,13.085847590502599
102,0,30.73969322777382,12.069576241699933
49,3,32.739362350685774,12.324358292180637
12,1,30.41742820595571,11.578789657867672
64,1,32.94440152285717,12.860143337275742
92,2,32.476095208556245,12.949793544919869
30,0,31.750627234185206,-11.758511404907942
97,1,32.80217127962824,12.412566087719622
54,2,33.023541229258456,12.62777015546288
20,0,31.191970984622134,11.996420557814721
56,2,32.16348606408103,12.649451308359822
85,2,32.73688346714793,12.422865694789358
50,3,30.92518150252529,11.608982296625502
84,2,32.19667422588915,-12.04017882469096
101,3,32.060346073223734,12.152258574003008
65,3,31.160294801990208,11.437360952720558
41,0,34.58703487624612,13.081702710580593
62,0,29.853372257077265,11.112613705747727
36,0,32.4180397544685,12.522830382689218
52,3,30.78231561768337,11.520526632303257
53,0,29.497771282400894,11.445871580783225
70,2,33.117343280787075,12.818458283920513
104,1,33.31717491105274,13.001487372200241
75,1,32.78326340901162,12.131329483810893
67,1,35.09820804990454,13.940200860076548
75,0,32.49669190637804,12.242955241901855
5,1,35.15701560599135,13.97019856809974
79,0,33.53917105650595,12.939113858132682
58,3,27.01435584758683,9.594374240164251
68,0,32.14131641173328,-12.01005687795686
1,0,30.677396357310762,11.680132500608257
53,3,30.336642196778364,11.36132780773051
11,0,31.402170191943625,-12.034531045992491
92,3,31.23088938585091,11.85829554491803
48,3,28.53955980357381,10.328433560951474
55,0,30.556794225998683,11.323877825093769
69,3,32.570240112426895,-12.858892987718367
58,1,27.402478703686725,10.178682465061954
32,0,34.2622804055684,12.995681759239863
35,0,33.73959400072869,12.906300182293224
63,2,29.504158726017877,-11.122611293420954
66,0,32.7582396839276,12.170840582892621
54,0,32.88617110035106,12.704033969051016
57,2,33.28395161187566,12.649930978038633
56,0,32.10106219107747,12.61073685708013
86,2,32.07511769265493,12.585270606921105
65,2,31.67989790849196,11.802057246959707
10,1,31.425904483240974,11.806557081680603
48,0,28.52026052316493,10.339513043584486
47,3,36.014610890171156,13.986455063615837
80,2,30.287261690705467,11.250420393341216
82,3,30.795421330909896,12.170033602907841
74,2,31.67822102050655,12.26183935163258
73,0,33.349462119495676,12.916250657180948
37,0,32.4882436255311,12.042640648682466
89,2,31.868088855156426,-11.935281131880728
98,3,34.48998742626788,13.54462620905232
48,2,28.9825007966385,10.4484230837802
77,2,32.51082853942095,12.551420556219934
95,2,30.235061800649774,11.347526425019748
89,1,31.768464141592368,12.00269951934396
52,0,30.680713076066425,11.51910270635801
0,1,31.698650757244284,12.03157846511496
59,1,31.591504573703883,12.009015679439141
80,0,30.854497163485657,11.52643445923866
97,0,31.99324923118656,12.30311552728412
85,0,33.173453483279744,12.953572947080824
5,0,36.08968825929635,14.14947462442714
86,3,32.328563172195885,12.856031739399793
55,2,30.793239698767454,11.47428325225176
81,3,35.23083894633522,14.115069404517808
62,2,30.276341662375334,11.378531483532557
90,1,29.778481630362563,11.230532176127383
82,1,30.720996295529837,11.834305076924776
15,0,28.976338788209222,10.766842360189088
72,1,40.185571235500575,15.53735419889208
61,1,32.846112066537785,12.123628730116076
50,0,30.772596471627065,-11.605022658695543
40,0,33.35007453014816,12.419193815703188
100,0,31.642185993869514,12.27658888234232
49,1,32.13964780065499,-12.195647422661276
51,2,33.85862940926986,13.126660097207084
84,3,32.90813074904461,12.993355759520409
69,2,31.56782545715404,-11.83782438745118
79,1,34.084859348458544,12.994216703753931
44,1,34.12336473121622,13.307279148077514
55,3,30.20473023136461,11.058987081068134
91,3,32.4976193664057,12.526249122231722
47,1,36.22003806034059,13.548775248802162
95,0,29.82915357342073,11.13717676323793
58,2,27.34148955800637,9.785890838722313
76,1,33.9758116510613,13.087949154263766
56,3,32.22149521858109,12.281747755051814
17,0,35.194593571818515,13.889283703028392
101,1,31.848161894969824,12.114670814324514
75,2,33.35431881742359,12.5690462660535
86,0,32.629520484534694,12.879824703223711
65,1,31.07991393479231,11.646821725284505
74,3,30.855547466405937,11.378542503951683
84,0,32.73475640447596,12.589253703020855
98,2,34.57471327209904,13.425630971904376
63,1,28.896431944923485,10.668671660329105
72,0,40.38195994548886,15.799981004289144
88,3,31.048617170299703,11.94691232638272
31,0,29.333686127626464,11.300511179130373
104,0,32.96775733417498,-12.447680660688874
9,0,35.312731357891664,13.505228911562655
100,3,31.691800660945873,-11.87482883950433
73,3,33.34676421844244,13.134057993494855
51,3,33.750358575384276,13.27896140274352
77,0,32.01354537700664,12.297950132828932
100,1,31.643789009813514,12.281579652536134
83,3,30.673191225492463,11.867416204850956
94,3,32.79070037074242,12.323307315650172
56,1,32.4186023396202,12.844792663955994
64,3,32.195000547313064,12.573583992179737
73,1,33.42478402964814,13.044616487657633
64,0,32.669711876755436,-12.922470001952318
81,0,34.00578106054098,13.290659221570124
25,0,31.934875269762248,11.977850453344356
85,3,33.69374565839723,12.837884564721788
81,1,35.05539545621891,-13.897261031618868
6,0,33.963998233807146,13.238486454391479
76,0,32.37931754535345,11.884083454965657
49,0,31.544197280890522,-11.616909627825338
58,0,27.005420807117453,10.042292188416358
29,0,31.90813803208113,-11.958420944198297
68,2,32.03742633791647,11.994876217829907
21,0,33.25548984121122,13.217653681997225
94,2,32.82008243863283,12.17563057183846
99,3,33.71680166619065,12.132951459754777
99,2,34.34850339884369,12.801956265203382
82,0,30.692561090500366,11.862074360708682
98,0,35.096982247346126,13.787164010324517
33,1,35.59024998365188,13.848091869179507
18,0,29.51979478561625,-11.282886571530556
79,3,34.101027403918096,13.016128291292027
85,1,33.77295873695405,12.850985535494251
93,1,33.46178451502956,12.812520401630021
90,2,29.526246159572057,10.907991124827186
101,2,31.459791665762598,11.712945942470327
91,0,32.440426737714716,12.302157758491724
103,0,31.75152778792292,12.443335364035384
99,0,35.45038518302878,13.710350576251901
92,1,31.05572097910449,11.762851730660026
83,1,31.163707480960234,12.026602305633535
77,3,32.29419072986528,12.43304344322396
68,1,32.67696386377931,12.509472870728615
96,2,32.21936323905638,12.370844299542549
51,1,33.82325792762433,12.982760757239653
53,1,28.74474092426083,10.92475258395296
83,2,31.681858988361277,12.287826843111528
