setting,classifier,rate
"[('frontal', 'hututu'), ('sagittal', 'chebyshev')]",KNN_euclidean,37.03
"[('frontal', 'hututu'), ('transversal', 'spheric')]",KNN_manhattam,37.73
"[('frontal', 'hututu'), ('transversal', 'hututu')]",KNN_manhattam,39.84
"[('frontal', 'hututu'), ('transversal', 'hu1980')]",KNN_manhattam,29.35
"[('frontal', 'hututu'), ('transversal', 'husiq')]",KNN_manhattam,36.77
"[('frontal', 'hututu'), ('transversal', 'zernike')]",KNN_euclidean,29.0
"[('frontal', 'hututu'), ('transversal', 'legendre')]",KNN_manhattam,43.37
"[('frontal', 'hututu'), ('transversal', 'chebyshev')]",KNN_manhattam,42.76
"[('frontal', 'hututu'), ('whole', 'spheric')]",KNN_manhattam,31.43
"[('frontal', 'hututu'), ('whole', 'hututu')]",KNN_manhattam,28.2
"[('frontal', 'hututu'), ('whole', 'hu1980')]",KNN_manhattam,25.16
"[('frontal', 'hututu'), ('whole', 'husiq')]",KNN_manhattam,27.7
"[('frontal', 'hututu'), ('whole', 'zernike')]",KNN_manhattam,33.5
"[('frontal', 'hututu'), ('whole', 'legendre')]",KNN_manhattam,31.69
"[('frontal', 'hututu'), ('whole', 'chebyshev')]",KNN_manhattam,31.66
"[('frontal', 'hututu'), ('upper', 'spheric')]",KNN_manhattam,27.47
"[('frontal', 'hututu'), ('upper', 'hututu')]",KNN_manhattam,29.66
"[('frontal', 'hututu'), ('upper', 'hu1980')]",KNN_manhattam,24.39
"[('frontal', 'hututu'), ('upper', 'husiq')]",KNN_manhattam,26.39
"[('frontal', 'hututu'), ('upper', 'zernike')]",KNN_manhattam,31.77
"[('frontal', 'hututu'), ('upper', 'legendre')]",KNN_manhattam,30.23
"[('frontal', 'hututu'), ('upper', 'chebyshev')]",KNN_manhattam,30.58
"[('frontal', 'hututu'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'hututu'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'hututu'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'hututu'), ('lower', 'husiq')]",KNN_manhattam,26.2
"[('frontal', 'hututu'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'hututu'), ('lower', 'legendre')]",KNN_manhattam,28.47
"[('frontal', 'hututu'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('frontal', 'hu1980'), ('frontal', 'husiq')]",KNN_euclidean,27.85
"[('frontal', 'hu1980'), ('frontal', 'zernike')]",KNN_manhattam,27.39
"[('frontal', 'hu1980'), ('frontal', 'legendre')]",KNN_manhattam,34.58
"[('frontal', 'hu1980'), ('frontal', 'chebyshev')]",KNN_manhattam,34.0
"[('frontal', 'hu1980'), ('radial', 'spheric')]",KNN_manhattam,37.5
"[('frontal', 'hu1980'), ('radial', 'hututu')]",KNN_manhattam,33.85
"[('frontal', 'hu1980'), ('radial', 'hu1980')]",KNN_manhattam,28.16
"[('frontal', 'hu1980'), ('radial', 'husiq')]",KNN_manhattam,33.46
"[('frontal', 'hu1980'), ('radial', 'zernike')]",KNN_euclidean,29.2
"[('frontal', 'hu1980'), ('radial', 'legendre')]",KNN_manhattam,39.76
"[('frontal', 'hu1980'), ('radial', 'chebyshev')]",KNN_manhattam,38.8
"[('frontal', 'hu1980'), ('sagittal', 'spheric')]",KNN_euclidean,35.54
"[('frontal', 'hu1980'), ('sagittal', 'hututu')]",KNN_manhattam,28.43
"[('frontal', 'hu1980'), ('sagittal', 'hu1980')]",KNN_manhattam,35.46
"[('frontal', 'hu1980'), ('sagittal', 'husiq')]",KNN_euclidean,29.27
"[('frontal', 'hu1980'), ('sagittal', 'zernike')]",KNN_euclidean,24.97
"[('frontal', 'hu1980'), ('sagittal', 'legendre')]",KNN_euclidean,40.88
"[('frontal', 'hu1980'), ('sagittal', 'chebyshev')]",KNN_euclidean,39.03
"[('frontal', 'hu1980'), ('transversal', 'spheric')]",KNN_manhattam,40.18
"[('frontal', 'hu1980'), ('transversal', 'hututu')]",KNN_manhattam,45.18
"[('frontal', 'hu1980'), ('transversal', 'hu1980')]",KNN_manhattam,37.88
"[('frontal', 'hu1980'), ('transversal', 'husiq')]",KNN_manhattam,44.06
"[('frontal', 'hu1980'), ('transversal', 'zernike')]",KNN_euclidean,26.82
"[('frontal', 'hu1980'), ('transversal', 'legendre')]",KNN_manhattam,49.94
"[('frontal', 'hu1980'), ('transversal', 'chebyshev')]",KNN_manhattam,45.56
"[('frontal', 'hu1980'), ('whole', 'spheric')]",KNN_manhattam,35.77
"[('frontal', 'hu1980'), ('whole', 'hututu')]",KNN_manhattam,31.81
"[('frontal', 'hu1980'), ('whole', 'hu1980')]",KNN_euclidean,29.77
"[('frontal', 'hu1980'), ('whole', 'husiq')]",KNN_manhattam,32.54
"[('frontal', 'hu1980'), ('whole', 'zernike')]",KNN_euclidean,30.54
"[('frontal', 'hu1980'), ('whole', 'legendre')]",KNN_manhattam,38.23
"[('frontal', 'hu1980'), ('whole', 'chebyshev')]",KNN_euclidean,35.84
"[('frontal', 'hu1980'), ('upper', 'spheric')]",KNN_manhattam,26.16
"[('frontal', 'hu1980'), ('upper', 'hututu')]",KNN_manhattam,34.84
"[('frontal', 'hu1980'), ('upper', 'hu1980')]",KNN_manhattam,28.2
"[('frontal', 'hu1980'), ('upper', 'husiq')]",KNN_euclidean,30.0
"[('frontal', 'hu1980'), ('upper', 'zernike')]",KNN_euclidean,27.74
"[('frontal', 'hu1980'), ('upper', 'legendre')]",KNN_manhattam,33.77
"[('frontal', 'hu1980'), ('upper', 'chebyshev')]",KNN_manhattam,32.85
"[('frontal', 'hu1980'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'hu1980'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'hu1980'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'hu1980'), ('lower', 'husiq')]",KNN_euclidean,27.89
"[('frontal', 'hu1980'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'hu1980'), ('lower', 'legendre')]",KNN_euclidean,29.2
"[('frontal', 'hu1980'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('frontal', 'husiq'), ('frontal', 'zernike')]",KNN_manhattam,28.93
"[('frontal', 'husiq'), ('frontal', 'legendre')]",KNN_manhattam,35.23
"[('frontal', 'husiq'), ('frontal', 'chebyshev')]",KNN_manhattam,35.57
"[('frontal', 'husiq'), ('radial', 'spheric')]",KNN_manhattam,36.84
"[('frontal', 'husiq'), ('radial', 'hututu')]",KNN_manhattam,34.88
"[('frontal', 'husiq'), ('radial', 'hu1980')]",KNN_manhattam,27.58
"[('frontal', 'husiq'), ('radial', 'husiq')]",KNN_manhattam,32.16
"[('frontal', 'husiq'), ('radial', 'zernike')]",KNN_manhattam,31.08
"[('frontal', 'husiq'), ('radial', 'legendre')]",KNN_manhattam,38.38
"[('frontal', 'husiq'), ('radial', 'chebyshev')]",KNN_manhattam,38.61
"[('frontal', 'husiq'), ('sagittal', 'spheric')]",KNN_euclidean,36.38
"[('frontal', 'husiq'), ('sagittal', 'hututu')]",KNN_manhattam,31.81
"[('frontal', 'husiq'), ('sagittal', 'hu1980')]",KNN_manhattam,32.58
"[('frontal', 'husiq'), ('sagittal', 'husiq')]",KNN_euclidean,31.62
"[('frontal', 'husiq'), ('sagittal', 'zernike')]",KNN_euclidean,27.39
"[('frontal', 'husiq'), ('sagittal', 'legendre')]",KNN_euclidean,40.57
"[('frontal', 'husiq'), ('sagittal', 'chebyshev')]",KNN_euclidean,39.38
"[('frontal', 'husiq'), ('transversal', 'spheric')]",KNN_manhattam,39.45
"[('frontal', 'husiq'), ('transversal', 'hututu')]",KNN_manhattam,43.14
"[('frontal', 'husiq'), ('transversal', 'hu1980')]",KNN_manhattam,33.08
"[('frontal', 'husiq'), ('transversal', 'husiq')]",KNN_manhattam,39.57
"[('frontal', 'husiq'), ('transversal', 'zernike')]",KNN_euclidean,29.16
"[('frontal', 'husiq'), ('transversal', 'legendre')]",KNN_manhattam,47.14
"[('frontal', 'husiq'), ('transversal', 'chebyshev')]",KNN_manhattam,44.56
"[('frontal', 'husiq'), ('whole', 'spheric')]",KNN_euclidean,34.65
"[('frontal', 'husiq'), ('whole', 'hututu')]",KNN_manhattam,29.73
"[('frontal', 'husiq'), ('whole', 'hu1980')]",KNN_manhattam,27.05
"[('frontal', 'husiq'), ('whole', 'husiq')]",KNN_manhattam,29.58
"[('frontal', 'husiq'), ('whole', 'zernike')]",KNN_manhattam,33.27
"[('frontal', 'husiq'), ('whole', 'legendre')]",KNN_euclidean,36.27
"[('frontal', 'husiq'), ('whole', 'chebyshev')]",KNN_euclidean,35.31
"[('frontal', 'husiq'), ('upper', 'spheric')]",KNN_manhattam,28.24
"[('frontal', 'husiq'), ('upper', 'hututu')]",KNN_manhattam,32.58
"[('frontal', 'husiq'), ('upper', 'hu1980')]",KNN_manhattam,26.2
"[('frontal', 'husiq'), ('upper', 'husiq')]",KNN_manhattam,28.77
"[('frontal', 'husiq'), ('upper', 'zernike')]",KNN_manhattam,30.2
"[('frontal', 'husiq'), ('upper', 'legendre')]",KNN_manhattam,32.58
"[('frontal', 'husiq'), ('upper', 'chebyshev')]",KNN_manhattam,32.92
"[('frontal', 'husiq'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'husiq'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'husiq'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'husiq'), ('lower', 'husiq')]",KNN_manhattam,27.28
"[('frontal', 'husiq'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'husiq'), ('lower', 'legendre')]",KNN_euclidean,31.16
"[('frontal', 'husiq'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('frontal', 'zernike'), ('frontal', 'legendre')]",KNN_manhattam,34.31
"[('frontal', 'zernike'), ('frontal', 'chebyshev')]",KNN_manhattam,33.38
"[('frontal', 'zernike'), ('radial', 'spheric')]",KNN_manhattam,32.5
"[('frontal', 'zernike'), ('radial', 'hututu')]",KNN_manhattam,30.35
"[('frontal', 'zernike'), ('radial', 'hu1980')]",KNN_manhattam,26.97
"[('frontal', 'zernike'), ('radial', 'husiq')]",KNN_manhattam,29.85
"[('frontal', 'zernike'), ('radial', 'zernike')]",KNN_euclidean,27.08
"[('frontal', 'zernike'), ('radial', 'legendre')]",KNN_manhattam,32.62
"[('frontal', 'zernike'), ('radial', 'chebyshev')]",KNN_manhattam,32.39
"[('frontal', 'zernike'), ('sagittal', 'spheric')]",KNN_euclidean,34.34
"[('frontal', 'zernike'), ('sagittal', 'hututu')]",KNN_manhattam,31.39
"[('frontal', 'zernike'), ('sagittal', 'hu1980')]",KNN_manhattam,28.24
"[('frontal', 'zernike'), ('sagittal', 'husiq')]",KNN_manhattam,30.7
"[('frontal', 'zernike'), ('sagittal', 'zernike')]",KNN_euclidean,27.28
"[('frontal', 'zernike'), ('sagittal', 'legendre')]",KNN_manhattam,35.69
"[('frontal', 'zernike'), ('sagittal', 'chebyshev')]",KNN_euclidean,34.61
"[('frontal', 'zernike'), ('transversal', 'spheric')]",KNN_manhattam,38.3
"[('frontal', 'zernike'), ('transversal', 'hututu')]",KNN_manhattam,35.42
"[('frontal', 'zernike'), ('transversal', 'hu1980')]",KNN_euclidean,27.7
"[('frontal', 'zernike'), ('transversal', 'husiq')]",KNN_manhattam,33.04
"[('frontal', 'zernike'), ('transversal', 'zernike')]",KNN_euclidean,27.89
"[('frontal', 'zernike'), ('transversal', 'legendre')]",KNN_manhattam,39.99
"[('frontal', 'zernike'), ('transversal', 'chebyshev')]",KNN_manhattam,38.19
"[('frontal', 'zernike'), ('whole', 'spheric')]",KNN_euclidean,29.73
"[('frontal', 'zernike'), ('whole', 'hututu')]",KNN_manhattam,29.27
"[('frontal', 'zernike'), ('whole', 'hu1980')]",KNN_euclidean,26.35
"[('frontal', 'zernike'), ('whole', 'husiq')]",KNN_manhattam,27.93
"[('frontal', 'zernike'), ('whole', 'zernike')]",KNN_euclidean,26.7
"[('frontal', 'zernike'), ('whole', 'legendre')]",KNN_euclidean,29.7
"[('frontal', 'zernike'), ('whole', 'chebyshev')]",KNN_euclidean,29.24
"[('frontal', 'zernike'), ('upper', 'spheric')]",KNN_manhattam,29.04
"[('frontal', 'zernike'), ('upper', 'hututu')]",KNN_manhattam,29.0
"[('frontal', 'zernike'), ('upper', 'hu1980')]",KNN_manhattam,25.93
"[('frontal', 'zernike'), ('upper', 'husiq')]",KNN_manhattam,27.62
"[('frontal', 'zernike'), ('upper', 'zernike')]",KNN_manhattam,25.93
"[('frontal', 'zernike'), ('upper', 'legendre')]",KNN_manhattam,29.77
"[('frontal', 'zernike'), ('upper', 'chebyshev')]",KNN_euclidean,29.35
"[('frontal', 'zernike'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'zernike'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'zernike'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'zernike'), ('lower', 'husiq')]",KNN_manhattam,26.93
"[('frontal', 'zernike'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'zernike'), ('lower', 'legendre')]",KNN_euclidean,28.28
"[('frontal', 'zernike'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('frontal', 'legendre'), ('frontal', 'chebyshev')]",KNN_manhattam,33.12
"[('frontal', 'legendre'), ('radial', 'spheric')]",KNN_manhattam,38.53
"[('frontal', 'legendre'), ('radial', 'hututu')]",KNN_manhattam,38.38
"[('frontal', 'legendre'), ('radial', 'hu1980')]",KNN_manhattam,35.5
"[('frontal', 'legendre'), ('radial', 'husiq')]",KNN_manhattam,38.11
"[('frontal', 'legendre'), ('radial', 'zernike')]",KNN_manhattam,39.61
"[('frontal', 'legendre'), ('radial', 'legendre')]",KNN_manhattam,38.88
"[('frontal', 'legendre'), ('radial', 'chebyshev')]",KNN_manhattam,37.88
"[('frontal', 'legendre'), ('sagittal', 'spheric')]",KNN_euclidean,38.88
"[('frontal', 'legendre'), ('sagittal', 'hututu')]",KNN_manhattam,37.03
"[('frontal', 'legendre'), ('sagittal', 'hu1980')]",KNN_manhattam,36.27
"[('frontal', 'legendre'), ('sagittal', 'husiq')]",KNN_manhattam,37.42
"[('frontal', 'legendre'), ('sagittal', 'zernike')]",KNN_euclidean,32.89
"[('frontal', 'legendre'), ('sagittal', 'legendre')]",KNN_euclidean,39.92
"[('frontal', 'legendre'), ('sagittal', 'chebyshev')]",KNN_euclidean,39.76
"[('frontal', 'legendre'), ('transversal', 'spheric')]",KNN_manhattam,40.34
"[('frontal', 'legendre'), ('transversal', 'hututu')]",KNN_manhattam,45.14
"[('frontal', 'legendre'), ('transversal', 'hu1980')]",KNN_manhattam,37.46
"[('frontal', 'legendre'), ('transversal', 'husiq')]",KNN_manhattam,42.3
"[('frontal', 'legendre'), ('transversal', 'zernike')]",KNN_euclidean,35.73
"[('frontal', 'legendre'), ('transversal', 'legendre')]",KNN_manhattam,45.06
"[('frontal', 'legendre'), ('transversal', 'chebyshev')]",KNN_manhattam,43.57
"[('frontal', 'legendre'), ('whole', 'spheric')]",KNN_manhattam,36.04
"[('frontal', 'legendre'), ('whole', 'hututu')]",KNN_manhattam,37.03
"[('frontal', 'legendre'), ('whole', 'hu1980')]",KNN_manhattam,34.5
"[('frontal', 'legendre'), ('whole', 'husiq')]",KNN_manhattam,36.23
"[('frontal', 'legendre'), ('whole', 'zernike')]",KNN_manhattam,42.3
"[('frontal', 'legendre'), ('whole', 'legendre')]",KNN_manhattam,36.53
"[('frontal', 'legendre'), ('whole', 'chebyshev')]",KNN_manhattam,36.19
"[('frontal', 'legendre'), ('upper', 'spheric')]",KNN_manhattam,33.88
"[('frontal', 'legendre'), ('upper', 'hututu')]",KNN_manhattam,38.23
"[('frontal', 'legendre'), ('upper', 'hu1980')]",KNN_manhattam,34.27
"[('frontal', 'legendre'), ('upper', 'husiq')]",KNN_manhattam,36.15
"[('frontal', 'legendre'), ('upper', 'zernike')]",KNN_manhattam,39.95
"[('frontal', 'legendre'), ('upper', 'legendre')]",KNN_manhattam,36.19
"[('frontal', 'legendre'), ('upper', 'chebyshev')]",KNN_manhattam,36.38
"[('frontal', 'legendre'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'legendre'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'legendre'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'legendre'), ('lower', 'husiq')]",KNN_manhattam,35.23
"[('frontal', 'legendre'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'legendre'), ('lower', 'legendre')]",KNN_manhattam,33.54
"[('frontal', 'legendre'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('frontal', 'chebyshev'), ('radial', 'spheric')]",KNN_manhattam,37.53
"[('frontal', 'chebyshev'), ('radial', 'hututu')]",KNN_manhattam,36.92
"[('frontal', 'chebyshev'), ('radial', 'hu1980')]",KNN_manhattam,34.5
"[('frontal', 'chebyshev'), ('radial', 'husiq')]",KNN_manhattam,37.88
"[('frontal', 'chebyshev'), ('radial', 'zernike')]",KNN_manhattam,39.34
"[('frontal', 'chebyshev'), ('radial', 'legendre')]",KNN_manhattam,37.99
"[('frontal', 'chebyshev'), ('radial', 'chebyshev')]",KNN_manhattam,37.61
"[('frontal', 'chebyshev'), ('sagittal', 'spheric')]",KNN_manhattam,38.46
"[('frontal', 'chebyshev'), ('sagittal', 'hututu')]",KNN_manhattam,37.46
"[('frontal', 'chebyshev'), ('sagittal', 'hu1980')]",KNN_manhattam,35.77
"[('frontal', 'chebyshev'), ('sagittal', 'husiq')]",KNN_manhattam,37.42
"[('frontal', 'chebyshev'), ('sagittal', 'zernike')]",KNN_euclidean,32.5
"[('frontal', 'chebyshev'), ('sagittal', 'legendre')]",KNN_euclidean,40.65
"[('frontal', 'chebyshev'), ('sagittal', 'chebyshev')]",KNN_manhattam,38.49
"[('frontal', 'chebyshev'), ('transversal', 'spheric')]",KNN_manhattam,40.88
"[('frontal', 'chebyshev'), ('transversal', 'hututu')]",KNN_manhattam,45.45
"[('frontal', 'chebyshev'), ('transversal', 'hu1980')]",KNN_manhattam,37.11
"[('frontal', 'chebyshev'), ('transversal', 'husiq')]",KNN_manhattam,42.87
"[('frontal', 'chebyshev'), ('transversal', 'zernike')]",KNN_euclidean,35.15
"[('frontal', 'chebyshev'), ('transversal', 'legendre')]",KNN_manhattam,45.68
"[('frontal', 'chebyshev'), ('transversal', 'chebyshev')]",KNN_manhattam,42.76
"[('frontal', 'chebyshev'), ('whole', 'spheric')]",KNN_manhattam,36.3
"[('frontal', 'chebyshev'), ('whole', 'hututu')]",KNN_manhattam,36.57
"[('frontal', 'chebyshev'), ('whole', 'hu1980')]",KNN_manhattam,33.96
"[('frontal', 'chebyshev'), ('whole', 'husiq')]",KNN_manhattam,36.73
"[('frontal', 'chebyshev'), ('whole', 'zernike')]",KNN_manhattam,40.53
"[('frontal', 'chebyshev'), ('whole', 'legendre')]",KNN_manhattam,36.34
"[('frontal', 'chebyshev'), ('whole', 'chebyshev')]",KNN_manhattam,35.34
"[('frontal', 'chebyshev'), ('upper', 'spheric')]",KNN_manhattam,33.46
"[('frontal', 'chebyshev'), ('upper', 'hututu')]",KNN_manhattam,37.5
"[('frontal', 'chebyshev'), ('upper', 'hu1980')]",KNN_manhattam,33.19
"[('frontal', 'chebyshev'), ('upper', 'husiq')]",KNN_manhattam,34.88
"[('frontal', 'chebyshev'), ('upper', 'zernike')]",KNN_manhattam,39.84
"[('frontal', 'chebyshev'), ('upper', 'legendre')]",KNN_manhattam,35.27
"[('frontal', 'chebyshev'), ('upper', 'chebyshev')]",KNN_manhattam,35.54
"[('frontal', 'chebyshev'), ('lower', 'spheric')]",KNN_manhattam,0.0
"[('frontal', 'chebyshev'), ('lower', 'hututu')]",KNN_manhattam,0.0
"[('frontal', 'chebyshev'), ('lower', 'hu1980')]",KNN_manhattam,0.0
"[('frontal', 'chebyshev'), ('lower', 'husiq')]",KNN_manhattam,34.15
"[('frontal', 'chebyshev'), ('lower', 'zernike')]",KNN_manhattam,0.0
"[('frontal', 'chebyshev'), ('lower', 'legendre')]",KNN_manhattam,34.42
"[('frontal', 'chebyshev'), ('lower', 'chebyshev')]",KNN_manhattam,0.0
"[('radial', 'spheric'), ('radial', 'hututu')]",KNN_manhattam,38.72
"[('radial', 'spheric'), ('radial', 'hu1980')]",KNN_manhattam,36.27
"[('radial', 'spheric'), ('radial', 'husiq')]",KNN_manhattam,37.38
"[('radial', 'spheric'), ('radial', 'zernike')]",KNN_euclidean,36.42
"[('radial', 'spheric'), ('radial', 'legendre')]",KNN_manhattam,37.38
"[('radial', 'spheric'), ('radial', 'chebyshev')]",KNN_manhattam,38.19
"[('radial', 'spheric'), ('sagittal', 'spheric')]",KNN_euclidean,40.3
"[('radial', 'spheric'), ('sagittal', 'hututu')]",KNN_manhattam,37.8
"[('radial', 'spheric'), ('sagittal', 'hu1980')]",KNN_manhattam,39.53
"[('radial', 'spheric'), ('sagittal', 'husiq')]",KNN_manhattam,37.26
"[('radial', 'spheric'), ('sagittal', 'zernike')]",KNN_euclidean,30.58
"[('radial', 'spheric'), ('sagittal', 'legendre')]",KNN_euclidean,43.3
"[('radial', 'spheric'), ('sagittal', 'chebyshev')]",KNN_euclidean,42.41
"[('radial', 'spheric'), ('transversal', 'spheric')]",KNN_manhattam,43.72
"[('radial', 'spheric'), ('transversal', 'hututu')]",KNN_manhattam,50.6
"[('radial', 'spheric'), ('transversal', 'hu1980')]",KNN_manhattam,41.64
"[('radial', 'spheric'), ('transversal', 'husiq')]",KNN_manhattam,48.37
"[('radial', 'spheric'), ('transversal', 'zernike')]",KNN_euclidean,33.5
"[('radial', 'spheric'), ('transversal', 'legendre')]",KNN_manhattam,49.64
"[('radial', 'spheric'), ('transversal', 'chebyshev')]",KNN_manhattam,46.06
"[('radial', 'spheric'), ('whole', 'spheric')]",KNN_euclidean,37.99
"[('radial', 'spheric'), ('whole', 'hututu')]",KNN_manhattam,40.26
"[('radial', 'spheric'), ('whole', 'hu1980')]",KNN_manhattam,36.84
